id	T7A	T7B	T7C
GO:0008795	7.37322	9.14985	8.39707
GO:0008798	0.275104	0.136474	0.0596421
GO:0008800	117416	95932	211864
GO:0008801	1e-05	1e-05	0.0476602
GO:0008802	0.162338	1e-05	0.0319598
GO:0008803	1e-05	1e-05	0.0695339
GO:0008804	23.6271	17.393	82.2665
GO:0008806	1e-05	1e-05	0.0732524
GO:0008808	2.99236	3.14249	0.17618
GO:0008810	258.98	290.699	277.944
GO:0008812	0.088634	1e-05	0.0319598
GO:0008814	1e-05	1e-05	0.0351437
GO:0008815	1e-05	1e-05	0.0351437
GO:0008817	29.3342	49.801	21.7937
GO:0008818	4.22822	6.25324	0.529245
GO:0008821	244.29	250.461	115.788
GO:0008825	0.0903029	1e-05	1e-05
GO:0008827	1e-05	1e-05	0.104532
GO:0008829	23.718	34.0035	16.3852
GO:0008830	19.6226	17.5311	2.59613
GO:0008831	1e-05	1e-05	0.0700929
GO:0008832	4.90211	7.17098	1.32146
GO:0008833	2.80124	2.54521	2.4279
GO:0008834	1e-05	1e-05	0.0797416
GO:0008835	1e-05	1e-05	0.0509413
GO:0008836	11.1718	12.879	0.525356
GO:0008837	32.8304	24.0936	0.867412
GO:0008838	0.0918816	1e-05	1e-05
GO:0008839	9.76259	10.8331	4.81184
GO:0008840	60.714	37.2906	24.8116
GO:0008847	1e-05	1e-05	0.0369908
GO:0008849	1e-05	1e-05	1e-05
GO:0008852	0.0705914	1e-05	1e-05
GO:0008853	21.4675	32.4019	2.92161
GO:0008854	7.99226	12.3852	1.96909
GO:0008855	26.8289	32.9928	9.96534
GO:0008859	17.6433	15.0492	4.57448
GO:0008860	26.7851	18.2606	0.716775
GO:0008861	55.2215	60.7435	18.8015
GO:0008863	0.302754	1e-05	0.173677
GO:0008866	1e-05	1e-05	0.0554375
GO:0008867	1e-05	1e-05	0.0335639
GO:0008868	1e-05	1e-05	1e-05
GO:0008872	1e-05	1e-05	0.0507469
GO:0008878	36.8359	41.963	57.1605
GO:0008879	5.23707	2.06363	3.5585
GO:0008880	0.0705914	1e-05	0.057309
GO:0008881	28.2647	25.3437	5.79817
GO:0008883	6.80087	6.39639	0.37873
GO:0008884	1e-05	1e-05	0.0852829
GO:0008885	1e-05	1e-05	0.0852829
GO:0008887	11.9993	9.93042	42.9862
GO:0008888	1e-05	1e-05	0.0508684
GO:0008889	31.2513	25.4133	44.9419
GO:0008890	165.423	98.7123	134.503
GO:0008891	0.0668025	1e-05	0.0359943
GO:0008894	0.0675693	1e-05	0.254877
GO:0008897	35.5736	37.0844	11.3564
GO:0008898	0.0127651	1e-05	0.0137561
GO:0008899	14.6035	18.6499	1.9575
GO:0008901	111.258	126.184	88.6372
GO:0008908	0.127425	1e-05	1e-05
GO:0008909	1e-05	1e-05	0.0236965
GO:0008911	0.0740646	1e-05	0.0389594
GO:0008914	0.980296	2.19613	0.791899
GO:0008917	0.0976553	1e-05	0.157831
GO:0008918	0.259948	1e-05	0.671715
GO:0008919	0.208121	1e-05	0.591877
GO:0008921	0.407987	1e-05	0.365509
GO:0008922	1e-05	1e-05	0.0121034
GO:0008923	3.59976	7.43865	0.864252
GO:0008925	1e-05	1e-05	0.120913
GO:0008926	0.225757	1e-05	0.0243284
GO:0008929	74.5292	76.7908	23.3534
GO:0008932	1e-05	1e-05	0.0509413
GO:0008933	12.6333	22.2586	3.6939
GO:0008934	34.9784	42.6245	37.4463
GO:0008939	2.08639	3.85622	0.612098
GO:0008940	1e-05	1e-05	0.176593
GO:0008941	1e-05	1e-05	0.0466881
GO:0008942	1e-05	1e-05	0.0812241
GO:0008948	86.0155	91.9808	89.2005
GO:0008949	1e-05	1e-05	1e-05
GO:0008955	4.69255	6.72394	1.29329
GO:0008959	24.122	26.167	3.84906
GO:0008960	1e-05	1e-05	0.0907756
GO:0008961	80.3992	70.3409	48.0236
GO:0008962	0.580113	0.138901	0.359773
GO:0008963	110.665	113.922	131.557
GO:0008964	1e-05	0.262166	0.0536877
GO:0008965	13.3166	14.503	11.9199
GO:0008966	15.3275	24.3727	5.36276
GO:0008967	8.67494	12.5617	1.10472
GO:0008972	0.147408	0.451147	1e-05
GO:0008973	14.3173	14.8909	15.6617
GO:0008977	12.9249	16.9319	3.62641
GO:0008979	1e-05	1e-05	0.0479276
GO:0008980	1e-05	1e-05	0.0457159
GO:0008982	733.664	552.953	1257.46
GO:0008983	4.45073	3.99773	1.39005
GO:0008984	37.5445	29.1477	20.1425
GO:0008986	0.355077	0.574832	0.607431
GO:0008987	33.242	39.5666	3.84342
GO:0008989	1e-05	1e-05	0.151123
GO:0008993	1e-05	1e-05	0.0552431
GO:0008998	0.268834	0.213999	0.137926
GO:0008999	3.60458	3.88773	7.87636
GO:0009001	6.72188	12.2732	1.70935
GO:0009002	43.4606	41.1042	11.5977
GO:0009007	20.5403	23.5113	2.28859
GO:0009010	1e-05	1e-05	0.0770925
GO:0009011	33.0288	41.8189	28.4469
GO:0009013	1e-05	1e-05	0.0781861
GO:0009014	1e-05	1e-05	0.0496046
GO:0009017	1e-05	1e-05	0.118701
GO:0009018	0.165946	1e-05	1e-05
GO:0009022	19.5707	22.0906	3.27018
GO:0009024	133.368	134.531	134.941
GO:0009025	1e-05	1e-05	0.103414
GO:0009026	1e-05	1e-05	0.037331
GO:0009027	0.0963923	1e-05	1e-05
GO:0009028	0.225667	1e-05	0.0297725
GO:0009030	1.07344	0.75966	0.732208
GO:0009032	1e-05	1e-05	0.0414384
GO:0009033	1e-05	1e-05	0.023818
GO:0009034	5.98882	2.92195	8.04622
GO:0009035	0.0935957	0.145202	0.0504309
GO:0009036	0.0195762	1e-05	1e-05
GO:0009037	37.0454	35.3561	20.305
GO:0009039	1.87584	0.628694	0.0309634
GO:0009045	0.0769063	1e-05	1e-05
GO:0009055	14039.6	17087.6	6265.93
GO:0009378	33.9917	47.2441	23.5227
GO:0009381	41.4473	48.8858	33.0723
GO:0009389	0.252686	1e-05	0.102199
GO:0009678	128.399	76.3616	329.96
GO:0009882	1e-05	1e-05	0.0457645
GO:0009927	0.0824995	1e-05	0.0862308
GO:0009982	109.994	130.899	70.3399
GO:0010181	281.643	351.531	79.7964
GO:0010285	14.7784	6.67792	0.157101
GO:0010340	0.128508	0.465523	1e-05
GO:0015020	1e-05	1e-05	0.0280226
GO:0015035	795.836	885.684	145.999
GO:0015036	1e-05	1e-05	0.101688
GO:0015075	31.7417	19.0135	70.5704
GO:0015078	544.595	810.498	246.541
GO:0015079	0.355799	0.73609	0.40753
GO:0015081	43.3408	44.5481	60.2483
GO:0015087	1.39771	1.08189	1.96107
GO:0015091	1e-05	1e-05	0.0223597
GO:0015093	6.00289	8.23393	6.34015
GO:0015094	0.0220119	1e-05	0.0237208
GO:0015095	6.66595	8.08905	3.45443
GO:0015098	1e-05	0.566151	0.436355
GO:0015099	0.0220119	1e-05	0.120232
GO:0015103	5.86013	5.70109	0.44909
GO:0015105	0.0395583	1e-05	1e-05
GO:0015109	0.110556	0.228794	0.238277
GO:0015112	1e-05	1e-05	0.15331
GO:0015113	1e-05	1e-05	0.15331
GO:0015116	1e-05	1e-05	1e-05
GO:0015128	262.895	295.704	210.961
GO:0015129	0.119757	1e-05	0.161403
GO:0015143	0.0694638	1e-05	0.0374282
GO:0015144	0.245965	1e-05	0.525138
GO:0015145	18.7236	15.9374	13.8332
GO:0015153	0.119351	1e-05	0.0960253
GO:0015159	0.186966	1e-05	0.147258
GO:0015169	1e-05	1e-05	0.0724747
GO:0015171	0.11042	1e-05	0.37314
GO:0015173	0.199641	1e-05	0.246224
GO:0015179	0.523098	1e-05	0.460343
GO:0015181	1e-05	1e-05	0.0498962
GO:0015185	1e-05	1e-05	0.0388622
GO:0015188	1e-05	1e-05	0.145411
GO:0015190	1e-05	1e-05	0.246832
GO:0015197	1e-05	1e-05	0.233756
GO:0015199	1e-05	1e-05	0.265619
GO:0015205	1e-05	1e-05	0.186874
GO:0015207	0.151873	1e-05	0.123489
GO:0015208	1e-05	1e-05	0.0803249
GO:0015210	1e-05	1e-05	1e-05
GO:0015211	1e-05	1e-05	0.141109
GO:0015212	1e-05	1e-05	0.0219952
GO:0015213	1e-05	1e-05	0.0219952
GO:0015214	1e-05	1e-05	0.0219952
GO:0015218	1e-05	1e-05	1e-05
GO:0015220	1e-05	1e-05	0.265619
GO:0015221	0.416332	1e-05	1e-05
GO:0015225	228.553	197.164	9.47858
GO:0015230	1e-05	1e-05	0.0959524
GO:0015232	1e-05	1e-05	0.237475
GO:0015233	1e-05	1e-05	0.111993
GO:0015234	25.477	13.8448	35.435
GO:0015235	0.0530902	1e-05	0.0914562
GO:0015238	30.7446	48.1493	12.022
GO:0015288	0.928875	1e-05	1.54856
GO:0015291	1e-05	1e-05	0.0773355
GO:0015292	0.0807855	1e-05	1e-05
GO:0015293	0.82071	1e-05	1.78885
GO:0015294	1e-05	1e-05	0.36388
GO:0015295	1e-05	1e-05	0.0392997
GO:0015297	36.9337	53.8504	12.7682
GO:0015299	0.381104	0.51817	0.413485
GO:0015307	1e-05	1e-05	0.265619
GO:0015315	1e-05	1e-05	0.0724747
GO:0015321	298.103	340.16	100.206
GO:0015333	0.253047	1e-05	0.115323
GO:0015343	0.117682	1e-05	0.0426293
GO:0015385	0.0323864	1e-05	0.151584
GO:0015386	1e-05	1e-05	0.151584
GO:0015388	1e-05	1e-05	0.0557049
GO:0015407	1e-05	1e-05	0.0354596
GO:0015412	0.498786	1e-05	0.106914
GO:0015413	0.0733429	1e-05	1e-05
GO:0015415	0.985303	0.541461	0.685301
GO:0015419	689.438	791.322	61.6675
GO:0015420	12.2331	14.3187	2.30271
GO:0015424	7.12933	8.68545	6.33663
GO:0015430	0.0978357	1e-05	1e-05
GO:0015439	0.192785	1e-05	1e-05
GO:0015444	1e-05	1e-05	1e-05
GO:0015446	1e-05	1e-05	1e-05
GO:0015450	617.147	799.033	375.607
GO:0015459	0.176185	1e-05	0.208748
GO:0015473	0.136672	1e-05	0.242579
GO:0015481	1e-05	1e-05	0.0408065
GO:0015487	0.0880025	1e-05	0.142252
GO:0015489	1e-05	1e-05	0.0392997
GO:0015496	1e-05	1e-05	0.103876
GO:0015499	1e-05	1e-05	0.139019
GO:0015501	0.0854314	1e-05	0.23327
GO:0015503	1e-05	1e-05	0.132068
GO:0015513	1e-05	1e-05	0.143588
GO:0015517	1e-05	1e-05	0.0410252
GO:0015518	1e-05	1e-05	0.0410252
GO:0015527	1e-05	1e-05	0.0724747
GO:0015535	1e-05	1e-05	0.0410252
GO:0015538	1e-05	1e-05	0.0194189
GO:0015542	1e-05	1e-05	0.117413
GO:0015546	0.0494366	1e-05	0.0266372
GO:0015556	0.0759591	1e-05	0.167188
GO:0015558	1e-05	1e-05	0.0773355
GO:0015562	1e-05	1e-05	0.177055
GO:0015565	1e-05	1e-05	0.0443792
GO:0015568	1e-05	1e-05	0.145363
GO:0015572	1e-05	1e-05	0.0270504
GO:0015574	1e-05	1e-05	0.0383275
GO:0015577	1e-05	1e-05	0.122468
GO:0015591	0.0664868	1e-05	0.122857
GO:0015592	0.0880025	1e-05	0.142252
GO:0015594	16.7626	24.2779	1.49691
GO:0015595	16.7626	24.2779	1.49691
GO:0015606	1e-05	1e-05	0.251401
GO:0015612	6.05995	4.31054	1.68101
GO:0015614	0.0323864	1e-05	0.0174503
GO:0015616	1e-05	1e-05	0.0241582
GO:0015620	0.0917012	1e-05	0.053153
GO:0015623	0.139198	1e-05	1e-05
GO:0015643	0.406363	1e-05	0.107934
GO:0015648	1e-05	1e-05	0.0443792
GO:0015655	0.139018	1e-05	0.0759016
GO:0015658	1.51941	2.06521	19.4622
GO:0015661	1e-05	1e-05	0.129711
GO:0015926	6.46965	6.84132	1.0845
GO:0016149	103.282	123.273	108.72
GO:0016151	129.353	116.694	95.5613
GO:0016153	37.127	10.6455	18.4303
GO:0016154	28.296	24.7419	31.3666
GO:0016162	18.4872	25.9726	29.1765
GO:0016163	0.7655	1.22402	0.545869
GO:0016208	0.128914	0.603863	0.383591
GO:0016209	201.502	156.565	54.6751
GO:0016298	1e-05	1e-05	0.0364075
GO:0016301	712.31	685.338	567.597
GO:0016405	0.702937	0.161957	0.294541
GO:0016407	0.0817327	1e-05	0.0728149
GO:0016410	1e-05	1e-05	0.118215
GO:0016413	0.223276	1e-05	1e-05
GO:0016415	1e-05	1e-05	0.341083
GO:0016416	1e-05	1e-05	0.118264
GO:0016429	3.23462	4.53042	1.10792
GO:0016430	0.140416	1e-05	1e-05
GO:0016434	1e-05	1e-05	0.129006
GO:0016437	0.0742451	0.15365	0.0223111
GO:0016462	43.0339	57.2489	55.8796
GO:0016463	1.79235	1.36716	3.865
GO:0016491	14052.3	15841.3	6615.84
GO:0016597	188.689	230.082	97.9473
GO:0016614	25.4638	31.2073	50.5726
GO:0016616	188.293	257.394	127.06
GO:0016620	0.112225	1e-05	0.0302342
GO:0016624	20.7678	10.9993	160.445
GO:0016625	294.933	222.067	445.336
GO:0016627	1e-05	1e-05	0.0368206
GO:0016628	2.41955	3.08653	0.937772
GO:0016639	0.388095	0.425617	0.179704
GO:0016645	0.522873	0.166391	0.335372
GO:0016651	86.0745	82.7121	112.445
GO:0016652	1e-05	0.511776	0.0532988
GO:0016655	1e-05	1e-05	1e-05
GO:0016661	1e-05	0.511776	0.0532988
GO:0016667	1e-05	1e-05	0.0564826
GO:0016668	1e-05	1e-05	0.0206584
GO:0016671	1e-05	1e-05	0.0685131
GO:0016682	0.0646374	1e-05	0.0920638
GO:0016692	100.891	72.7031	56.6641
GO:0016705	6.3337	1.48707	6.27951
GO:0016706	1e-05	1e-05	0.0500177
GO:0016708	1e-05	1e-05	0.0498476
GO:0016722	1e-05	1e-05	0.068659
GO:0016726	9.30097	10.4549	4.49934
GO:0016730	0.416738	0.610117	1e-05
GO:0016740	1138.52	1149.87	1431.28
GO:0016741	1e-05	1e-05	0.0964628
GO:0016742	0.049211	1e-05	0.0265157
GO:0016743	6.4719	12.0109	6.11293
GO:0016744	0.346552	0.501741	0.149324
GO:0016746	33.998	36.0857	46.2188
GO:0016747	93.4149	151.594	89.5512
GO:0016755	0.942452	2.10419	0.201408
GO:0016757	108.206	123.841	48.1157
GO:0016758	28.4907	36.8606	25.6559
GO:0016760	1e-05	1e-05	0.0393726
GO:0016763	1.749	1.14346	3.13863
GO:0016765	54.7926	60.8742	7.03943
GO:0016772	0.287237	0.187441	1e-05
GO:0016773	37.5679	44.5877	14.0297
GO:0016774	0.117006	0.120978	0.114132
GO:0016775	172.408	103.14	6.59697
GO:0016776	1e-05	1e-05	0.0975565
GO:0016779	213.123	250.55	122.501
GO:0016780	0.59996	0.121071	0.28917
GO:0016783	59.1457	64.684	51.559
GO:0016787	1381.29	1469.39	998.414
GO:0016788	151.136	130.82	43.333
GO:0016790	5.04993	3.35602	1.01686
GO:0016791	8.87138	10.1261	2.98315
GO:0016795	0.0378893	1e-05	0.0461291
GO:0016798	78.4089	89.1165	112.883
GO:0016805	13.7913	20.5591	18.2892
GO:0016807	1e-05	1e-05	0.0143151
GO:0016810	278.836	299.88	301.31
GO:0016811	6.65377	6.46948	23.8251
GO:0016812	1e-05	1e-05	0.0786479
GO:0016813	26.696	20.0835	31.334
GO:0016817	1e-05	1e-05	0.123538
GO:0016818	1e-05	1e-05	0.127402
GO:0016820	0.292921	0.104082	0.516534
GO:0016829	313.202	347.876	215.679
GO:0016831	0.321247	0.290917	0.286302
GO:0016832	33.2177	33.5688	4.18625
GO:0016833	0.501086	0.121538	0.0401017
GO:0016835	1e-05	1e-05	0.065062
GO:0016836	60.609	113.01	28.0274
GO:0016837	1e-05	1e-05	0.55124
GO:0016840	11.1617	11.5857	3.04151
GO:0016851	16.3345	20.9491	5.69072
GO:0016852	0.379841	0.196916	1e-05
GO:0016853	357.58	296.421	162.51
GO:0016855	1e-05	1e-05	0.0595692
GO:0016857	27.3266	36.3442	6.1219
GO:0016861	4.81488	8.82271	13.9383
GO:0016862	5.65737	20.9109	3.3367
GO:0016868	9.65199	16.5116	23.8758
GO:0016869	1e-05	1e-05	0.027658
GO:0016872	2.00534	1.13095	0.782007
GO:0016874	219.333	197.545	192.968
GO:0016878	0.0642766	1e-05	0.069704
GO:0016879	22.2378	33.0802	8.56013
GO:0016881	7.79537	8.27644	1.61858
GO:0016884	283.671	515.531	81.9279
GO:0016887	1300.99	1327.36	1238.08
GO:0016888	18.4815	20.988	26.4127
GO:0016901	1e-05	1e-05	0.0155303
GO:0016903	43.7609	61.9239	29.5536
GO:0016920	59.7194	71.071	40.8456
GO:0016966	0.124584	1e-05	0.0447681
GO:0016985	52.9957	46.4253	41.2293
GO:0016987	388.982	462.444	235.297
GO:0016989	1.65441	1.24413	0.0604685
GO:0016992	36.02	42.7352	33.1878
GO:0016993	0.0957608	1e-05	0.206512
GO:0016994	0.35634	1e-05	1e-05
GO:0017057	0.0532706	1e-05	1e-05
GO:0017061	51.6302	52.7732	56.8616
GO:0017103	5.45755	13.7924	9.59595
GO:0017108	0.32251	1e-05	0.335566
GO:0017111	98.1461	107.896	44.9633
GO:0017116	1e-05	1e-05	0.110802
GO:0017150	61.0745	48.933	10.0255
GO:0017153	0.0387464	1e-05	0.170153
GO:0018455	1e-05	1e-05	0.0479276
GO:0018492	29.1451	31.3103	0.2139
GO:0018493	3.31902	3.50888	1.53774
GO:0018537	8.41721	3.21927	7.03269
GO:0018580	9.87973	8.77324	90.8081
GO:0018697	0.7655	1.22402	0.545869
GO:0018738	1e-05	1e-05	0.0710651
GO:0018741	1e-05	1e-05	0.0264671
GO:0018759	0.166442	0.459268	0.209234
GO:0018801	10.5367	13.8552	21.7383
GO:0019003	1e-05	1e-05	0.0286545
GO:0019104	53.0236	48.7669	31.4191
GO:0019107	1e-05	1e-05	0.029578
GO:0019134	39.6301	49.9847	23.5292
GO:0019143	0.21633	1e-05	1e-05
GO:0019144	1e-05	1e-05	0.118264
GO:0019146	0.107759	1e-05	1e-05
GO:0019148	0.107759	1e-05	0.0580624
GO:0019159	1e-05	1e-05	0.0696311
GO:0019164	413.001	482.906	53.9385
GO:0019172	1e-05	1e-05	1e-05
GO:0019180	0.0459634	1e-05	1e-05
GO:0019239	41.7632	53.2952	1e-05
GO:0019808	7.52225	14.2759	2.86812
GO:0019825	1e-05	1e-05	0.0466881
GO:0019829	19.1135	21.8896	5.67291
GO:0019843	2374.98	3412.04	2335.91
GO:0020037	17.7679	23.9784	1.75582
GO:0022820	4.77929	7.99094	1.94099
GO:0022857	0.523008	1e-05	0.641821
GO:0022872	0.29901	1e-05	0.201845
GO:0022877	28.8183	20.5231	92.4791
GO:0022885	21.4841	25.0548	7.07246
GO:0022889	1e-05	1e-05	0.0443792
GO:0022891	0.306904	1e-05	0.698766
GO:0030060	0.162202	0.281489	0.440074
GO:0030145	231.399	223.458	55.1761
GO:0030151	13.2799	20.6429	14.7401
GO:0030170	1906.27	2056.53	602.917
GO:0030234	93.1264	132.648	30.1924
GO:0030246	439.242	423.134	488.543
GO:0030248	93.088	115.552	96.9815
GO:0030266	1e-05	1e-05	0.0327619
GO:0030268	21.7131	5.96223	6.52795
GO:0030269	23.6886	9.15881	26.7966
GO:0030270	1.07935	0.430891	0.615063
GO:0030272	17.0263	28.8063	4.04441
GO:0030337	0.0770868	0.159437	0.179753
GO:0030409	45.4751	12.9166	38.7195
GO:0030410	1e-05	1e-05	1e-05
GO:0030515	4.51064	1e-05	1e-05
GO:0030599	0.203159	0.150196	0.218955
GO:0030604	5.92476	12.792	6.30255
GO:0030674	0.0755531	1e-05	0.0814915
GO:0030697	1e-05	1e-05	0.0511114
GO:0030698	24.8852	33.2904	16.943
GO:0030699	244.91	194.567	149.417
GO:0030788	1e-05	0.170032	0.177006
GO:0030798	1e-05	1e-05	0.0798145
GO:0030955	221.728	172.006	82.6554
GO:0030976	307.356	372.93	176.047
GO:0030983	44.2317	54.4805	37.764
GO:0031071	51.7516	56.0209	4.05751
GO:0031176	57.7899	60.4228	39.2754
GO:0031218	6.44917	6.84132	1.0845
GO:0031220	0.0803795	1e-05	0.0643814
GO:0031402	1e-05	1e-05	0.200047
GO:0031418	1e-05	1e-05	0.0692422
GO:0031419	240.23	221.709	154.579
GO:0031956	1e-05	1e-05	0.0767036
GO:0031992	1e-05	1e-05	0.0426293
GO:0032135	1e-05	1e-05	0.315175
GO:0032450	1e-05	1e-05	0.016867
GO:0032549	22.0045	32.9571	35.0364
GO:0033094	61.3663	53.7552	176.201
GO:0033592	1e-05	1e-05	1e-05
GO:0033608	1e-05	1e-05	0.0441605
GO:0033680	0.0179072	1e-05	0.0579166
GO:0033721	1e-05	1e-05	0.0479276
GO:0033726	39.8562	34.6766	209.021
GO:0033739	0.129049	1e-05	0.0694853
GO:0033743	1.97737	2.10927	2.37813
GO:0033748	0.0465498	1e-05	0.0312793
GO:0033764	1e-05	1e-05	1.43953
GO:0033785	0.0702306	1e-05	0.0189329
GO:0033786	0.0702306	1e-05	0.0189329
GO:0033794	37.5771	35.7679	39.2407
GO:0033795	37.5771	35.7679	39.2407
GO:0033817	4.16665	3.17819	66.4879
GO:0033818	7.83488	19.5069	4.04767
GO:0033819	1e-05	1e-05	0.341083
GO:0033856	1e-05	1e-05	1e-05
GO:0033862	80.7567	107.429	43.472
GO:0033883	0.138477	1e-05	0.0746134
GO:0033897	1e-05	1e-05	0.0369908
GO:0033905	19.8209	19.9949	16.3941
GO:0033971	1e-05	1e-05	1e-05
GO:0033990	1e-05	0.94332	0.395184
GO:0034015	1e-05	1e-05	0.0683187
GO:0034023	4.64663	5.34754	5.36721
GO:0034028	0.0982867	1e-05	0.0529585
GO:0034038	1e-05	1e-05	0.125603
GO:0034039	1e-05	1e-05	1e-05
GO:0034040	1e-05	1e-05	0.150977
GO:0034200	0.21227	1e-05	0.114108
GO:0034257	2.8431	4.78624	0.0875918
GO:0034567	1e-05	1e-05	0.165389
GO:0034618	61.8876	60.9099	60.3777
GO:0034639	1e-05	1e-05	0.162035
GO:0034700	1e-05	1e-05	0.0890257
GO:0034979	131.267	119.606	45.9588
GO:0035312	0.116555	1e-05	1e-05
GO:0035368	1e-05	1e-05	0.0286545
GO:0035438	669.018	528.744	200.484
GO:0035527	0.151106	1e-05	1e-05
GO:0036009	6.41728	8.97286	1.75908
GO:0036094	1.69573	1.12829	0.912593
GO:0036131	1e-05	1e-05	0.143394
GO:0036355	6.31945	3.02095	0.235895
GO:0036356	0.253588	0.374836	0.156226
GO:0036361	36.5296	40.5321	53.0678
GO:0036374	1e-05	1e-05	0.0455458
GO:0036380	0.0472715	1e-05	0.0765578
GO:0036381	1.284	1.67288	0.996102
GO:0036439	5.71376	8.36484	1.81461
GO:0042132	0.260354	0.06735	0.157174
GO:0042242	0.151106	0.234488	0.14247
GO:0042277	1e-05	1e-05	0.066666
GO:0042279	0.139875	1e-05	0.188502
GO:0042286	6.42752	6.25604	0.46885
GO:0042301	0.202663	1e-05	0.109077
GO:0042577	0.244476	1e-05	1e-05
GO:0042586	26.3327	35.8297	10.0293
GO:0042602	0.23753	1e-05	0.086012
GO:0042623	0.0348672	1e-05	0.0375984
GO:0042626	142.996	150.678	90.2097
GO:0042781	0.524361	0.241209	0.0942025
GO:0042802	30.7923	29.5114	21.2888
GO:0042803	1.33312	0.184127	0.0800576
GO:0042834	1e-05	1e-05	0.0633607
GO:0042888	1e-05	1e-05	0.106914
GO:0042907	0.0694638	1e-05	0.0374282
GO:0042912	0.117682	1e-05	1e-05
GO:0042925	1e-05	1e-05	0.0475144
GO:0042931	0.0819582	1e-05	0.0882966
GO:0042936	0.253047	1e-05	0.115323
GO:0042937	0.218585	1e-05	0.0781618
GO:0042945	1e-05	1e-05	0.098796
GO:0042954	1e-05	1e-05	0.600091
GO:0042958	1e-05	1e-05	0.0408065
GO:0042972	5.5922	8.18688	1.13682
GO:0043022	238.198	275.026	146.566
GO:0043023	9.49006	14.764	3.59783
GO:0043024	0.0348672	1e-05	0.0375984
GO:0043115	9.34062	15.0646	1.40405
GO:0043136	0.180065	1e-05	1e-05
GO:0043140	0.0470459	1e-05	0.136953
GO:0043141	7.99226	12.3852	1.90991
GO:0043142	1e-05	1e-05	0.0289947
GO:0043169	25.2186	17.9424	73.3805
GO:0043295	0.0750119	1e-05	0.0403933
GO:0043365	125.265	128.33	19.565
GO:0043492	0.214075	1e-05	0.0432126
GO:0043531	1e-05	1e-05	0.0324945
GO:0043546	1e-05	1e-05	0.128252
GO:0043565	173.836	248.628	46.4134
GO:0043621	1e-05	1e-05	0.0255679
GO:0043714	0.0672536	0.139181	0.0362373
GO:0043726	0.131891	1e-05	0.114885
GO:0043737	4.71772	5.77819	8.41664
GO:0043740	0.751788	0.388931	0.526596
GO:0043752	2.72149	3.3816	0.176107
GO:0043755	1.5333	2.53531	0.550997
GO:0043761	1.71368	1.77486	1.22575
GO:0043765	1e-05	1e-05	0.150029
GO:0043766	0.412452	0.664072	0.320984
GO:0043768	0.492967	1e-05	1e-05
GO:0043772	96.964	110.993	302.318
GO:0043773	0.147994	0.229914	0.159629
GO:0043781	1e-05	0.170032	0.177006
GO:0043801	0.0842136	0.172926	0.0453757
GO:0043805	101.111	67.4283	137.869
GO:0043807	47.705	61.7926	108.753
GO:0043814	0.172802	1e-05	0.465325
GO:0043815	0.26297	1e-05	1e-05
GO:0043817	0.863065	0.595509	0.232565
GO:0043821	1e-05	1e-05	0.0623156
GO:0043825	1e-05	1e-05	0.0680757
GO:0043838	1e-05	1e-05	0.0630447
GO:0043884	1e-05	1e-05	0.0394212
GO:0043887	0.0880025	1e-05	0.142252
GO:0043917	0.41146	0.573012	0.222333
GO:0043957	0.21845	1e-05	0.117777
GO:0044183	0.704742	1e-05	0.702582
GO:0044212	0.411956	1e-05	0.423012
GO:0044318	6.784	11.9143	2.06198
GO:0044610	1e-05	1e-05	0.0959524
GO:0044667	1e-05	1e-05	0.0349249
GO:0044689	0.169871	0.263659	0.120913
GO:0044822	1.44701	0.187441	1.45856
GO:0045127	1e-05	1e-05	0.0637981
GO:0045148	4.12114	3.40423	3.49947
GO:0045330	0.203159	0.150196	0.218955
GO:0045437	1e-05	1e-05	0.153577
GO:0045550	0.781738	1.40968	0.266154
GO:0046026	1e-05	0.0797652	0.0830956
GO:0046316	1e-05	1e-05	0.247318
GO:0046429	33.4474	45.0118	18.231
GO:0046523	33.9172	22.4835	24.8705
GO:0046537	107.908	126.064	14.1345
GO:0046538	223.846	437.949	55.8674
GO:0046553	0.0963923	1e-05	1e-05
GO:0046555	11.5945	11.7939	7.87794
GO:0046556	12.1554	10.9966	4.20574
GO:0046790	1e-05	1e-05	0.0348277
GO:0046820	0.148851	1e-05	0.0401017
GO:0046857	0.129049	1e-05	0.234874
GO:0046870	1e-05	1e-05	0.0484137
GO:0046872	5119.37	5844.48	3270.97
GO:0046873	92.5615	107.347	43.7174
GO:0046912	32.0363	49.202	6.10508
GO:0046914	43.5643	63.9075	18.102
GO:0046917	0.0587285	1e-05	0.0632878
GO:0046933	430.882	534.62	223.331
GO:0046961	145.185	185.241	67.2136
GO:0046982	0.93077	1.02038	1.06967
GO:0046983	17.1938	23.3423	4.28099
GO:0047001	1e-05	1e-05	1.43953
GO:0047017	1e-05	1e-05	0.143394
GO:0047068	2.1757	1.73215	0.932547
GO:0047111	1e-05	1e-05	0.0717456
GO:0047134	1e-05	1e-05	0.0314008
GO:0047138	0.23753	1e-05	0.086012
GO:0047151	24.8852	33.2904	16.943
GO:0047154	18.9764	45.2124	9.46407
GO:0047241	1e-05	1e-05	0.0822449
GO:0047244	2.02437	2.40616	0.405076
GO:0047270	0.0518272	1e-05	0.279254
GO:0047294	0.37763	1e-05	0.162837
GO:0047295	1e-05	1e-05	1e-05
GO:0047298	0.079748	1e-05	0.0217764
